Date,HomeTeam,AwayTeam,Score,HandicapLine,BetSide,BetOdds,Profit,Result,FactorValue,FactorComponents,AHResult
2023-02-03T16:00:00.000Z,Wolves,Liverpool,3-0,+0.5/+1,HOME,1.730,73.00,WIN,0.5000,F1:0.5,home
2023-02-03T16:00:00.000Z,Aston Villa,Leicester,2-4,0/-0.5,HOME,1.820,-100.00,LOSS,0.0000,F1:0,away
2023-02-03T16:00:00.000Z,Chelsea,Fulham,0-0,-1,AWAY,1.890,89.00,WIN,-1.0000,F1:-1,away
2023-02-03T16:00:00.000Z,Manchester Utd,Crystal Palace,2-1,-1/-1.5,AWAY,2.040,0.00,PUSH,-1.0000,F1:-1,draw
2023-02-03T16:00:00.000Z,Brighton,Bournemouth,0-2,-1/-1.5,AWAY,2.090,0.00,PUSH,-1.0000,F1:-1,draw
2023-02-04T16:00:00.000Z,Nottingham Forest,Leeds,1-0,0,HOME,1.920,92.00,WIN,0.0000,F1:0,home
2023-02-05T16:00:00.000Z,Tottenham,Manchester City,1-0,+0.5/+1,HOME,1.810,81.00,WIN,0.5000,F1:0.5,home
2023-02-08T16:00:00.000Z,Manchester Utd,Leeds,2-2,-1/-1.5,AWAY,1.800,80.00,WIN,-1.0000,F1:-1,away
2023-02-10T16:00:00.000Z,Crystal Palace,Brighton,1-1,+0.5/+1,HOME,1.900,90.00,WIN,0.5000,F1:0.5,home
2023-02-10T16:00:00.000Z,West Ham,Chelsea,1-1,0/+0.5,HOME,2.030,0.00,PUSH,0.0000,F1:0,draw
2023-02-10T16:00:00.000Z,Southampton,Wolves,1-2,0/+0.5,HOME,1.820,-100.00,LOSS,0.0000,F1:0,away
2023-02-10T16:00:00.000Z,Leicester,Tottenham,4-1,0/+0.5,HOME,2.080,108.00,WIN,0.0000,F1:0,home
2023-02-10T16:00:00.000Z,Arsenal,Brentford,1-1,-1/-1.5,AWAY,1.790,79.00,WIN,-1.0000,F1:-1,away
2023-02-11T16:00:00.000Z,Bournemouth,Newcastle,1-1,+1,HOME,1.830,83.00,WIN,1.0000,F1:1,home
2023-02-11T16:00:00.000Z,Leeds,Manchester Utd,0-2,+0.5/+1,HOME,1.720,-100.00,LOSS,0.5000,F1:0.5,away
2023-02-12T16:00:00.000Z,Manchester City,Aston Villa,1-1,-1.5/-2,AWAY,1.860,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-02-13T16:00:00.000Z,Liverpool,Everton,2-0,-1,AWAY,1.950,-100.00,LOSS,-1.0000,F1:-1,home
2023-02-15T16:00:00.000Z,Arsenal,Manchester City,1-3,0/+0.5,HOME,1.930,-100.00,LOSS,0.0000,F1:0,away
2023-02-17T16:00:00.000Z,Nottingham Forest,Manchester City,6-0,+1.5/+2,HOME,1.890,89.00,WIN,1.5000,F1:1.5,home
2023-02-17T16:00:00.000Z,Aston Villa,Arsenal,2-4,+0.5/+1,HOME,1.760,-100.00,LOSS,0.5000,F1:0.5,away
2023-02-17T16:00:00.000Z,Everton,Leeds,1-0,0,HOME,1.890,89.00,WIN,0.0000,F1:0,home
2023-02-17T16:00:00.000Z,Chelsea,Southampton,0-1,-1/-1.5,AWAY,1.990,99.00,WIN,-1.0000,F1:-1,away
2023-02-17T16:00:00.000Z,Brighton,Fulham,0-1,-1,AWAY,1.970,97.00,WIN,-1.0000,F1:-1,away
2023-02-18T16:00:00.000Z,Newcastle,Liverpool,2-1,0,HOME,1.870,-100.00,LOSS,0.0000,F1:0,away
2023-02-18T16:00:00.000Z,Manchester Utd,Leicester,3-0,-1,AWAY,1.980,-100.00,LOSS,-1.0000,F1:-1,home
2023-02-24T16:00:00.000Z,Leicester,Arsenal,4-2,+1,HOME,1.960,0.00,PUSH,1.0000,F1:1,draw
2023-02-24T16:00:00.000Z,Fulham,Wolves,1-1,0,HOME,1.770,0.00,PUSH,0.0000,F1:0,draw
2023-02-24T16:00:00.000Z,Everton,Aston Villa,0-2,0,HOME,1.760,-100.00,LOSS,0.0000,F1:0,away
2023-02-25T16:00:00.000Z,Bournemouth,Manchester City,1-4,+1.5/+2,HOME,1.850,-100.00,LOSS,1.5000,F1:1.5,away
2023-02-25T16:00:00.000Z,Crystal Palace,Liverpool,0-0,+0.5/+1,HOME,2.050,105.00,WIN,0.5000,F1:0.5,home
2023-02-25T16:00:00.000Z,Tottenham,Chelsea,2-0,0,HOME,2.030,103.00,WIN,0.0000,F1:0,home
2023-03-01T16:00:00.000Z,Liverpool,Wolves,2-0,-1,AWAY,2.070,-100.00,LOSS,-1.0000,F1:-1,home
2023-03-01T16:00:00.000Z,Arsenal,Everton,4-0,-1.5/-2,AWAY,1.720,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-03-03T16:00:00.000Z,Wolves,Tottenham,1-0,0/+0.5,HOME,1.870,87.00,WIN,0.0000,F1:0,home
2023-03-03T16:00:00.000Z,Aston Villa,Crystal Palace,1-0,0/-0.5,HOME,1.830,83.00,WIN,0.0000,F1:0,home
2023-03-03T16:00:00.000Z,Chelsea,Leeds,1-0,-1,AWAY,1.950,0.00,PUSH,-1.0000,F1:-1,draw
2023-03-03T16:00:00.000Z,Manchester City,Newcastle,2-0,-1/-1.5,AWAY,1.900,-100.00,LOSS,-1.0000,F1:-1,home
2023-03-03T16:00:00.000Z,Arsenal,Bournemouth,3-2,-1.5/-2,AWAY,2.150,115.00,WIN,-1.5000,F1:-1.5,away
2023-03-04T16:00:00.000Z,Southampton,Leicester,1-0,0,HOME,2.060,106.00,WIN,0.0000,F1:0,home
2023-03-04T16:00:00.000Z,Nottingham Forest,Everton,2-2,0,HOME,2.080,0.00,PUSH,0.0000,F1:0,draw
2023-03-05T16:00:00.000Z,Liverpool,Manchester Utd,7-0,0/-0.5,HOME,2.050,105.00,WIN,0.0000,F1:0,home
2023-03-10T16:00:00.000Z,Bournemouth,Liverpool,9-0,+1/+1.5,HOME,1.960,96.00,WIN,1.0000,F1:1,home
2023-03-10T16:00:00.000Z,Leicester,Chelsea,1-3,+0.5/+1,HOME,1.740,-100.00,LOSS,0.5000,F1:0.5,away
2023-03-10T16:00:00.000Z,Leeds,Brighton,2-2,+0.5/+1,HOME,1.790,79.00,WIN,0.5000,F1:0.5,home
2023-03-10T16:00:00.000Z,Tottenham,Nottingham Forest,3-1,-1/-1.5,AWAY,1.860,-100.00,LOSS,-1.0000,F1:-1,home
2023-03-11T16:00:00.000Z,Crystal Palace,Manchester City,0-1,+1/+1.5,HOME,2.170,0.00,PUSH,1.0000,F1:1,draw
2023-03-11T16:00:00.000Z,Fulham,Arsenal,0-3,+1/+1.5,HOME,1.900,-100.00,LOSS,1.0000,F1:1,away
2023-03-11T16:00:00.000Z,Manchester Utd,Southampton,0-0,-1.5/-2,AWAY,1.920,92.00,WIN,-1.5000,F1:-1.5,away
2023-03-15T16:00:00.000Z,Brighton,Crystal Palace,1-0,-1/-1.5,AWAY,2.090,0.00,PUSH,-1.0000,F1:-1,draw
2023-03-17T16:00:00.000Z,Nottingham Forest,Newcastle,1-2,+0.5/+1,HOME,1.980,-100.00,LOSS,0.5000,F1:0.5,away
2023-03-17T16:00:00.000Z,Southampton,Tottenham,3-3,+0.5/+1,HOME,1.870,87.00,WIN,0.5000,F1:0.5,home
2023-03-18T16:00:00.000Z,Chelsea,Everton,2-2,-1/-1.5,AWAY,1.810,81.00,WIN,-1.0000,F1:-1,away
2023-03-18T16:00:00.000Z,Arsenal,Crystal Palace,4-1,-1.5/-2,AWAY,1.890,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-03-31T16:00:00.000Z,Arsenal,Leeds,4-1,-1.5/-2,AWAY,1.930,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-04-01T16:00:00.000Z,Chelsea,Aston Villa,0-2,-1,AWAY,1.880,88.00,WIN,-1.0000,F1:-1,away
2023-04-04T16:00:00.000Z,Bournemouth,Brighton,0-2,+1,HOME,1.960,-100.00,LOSS,1.0000,F1:1,away
2023-04-05T16:00:00.000Z,Manchester Utd,Brentford,1-0,-1,AWAY,1.860,0.00,PUSH,-1.0000,F1:-1,draw
2023-04-07T16:00:00.000Z,Wolves,Chelsea,1-0,+0.5/+1,HOME,1.880,88.00,WIN,0.5000,F1:0.5,home
2023-04-07T16:00:00.000Z,Brentford,Newcastle,1-2,+0.5/+1,HOME,1.690,-100.00,LOSS,0.5000,F1:0.5,away
2023-04-07T16:00:00.000Z,Manchester Utd,Everton,2-0,-1,AWAY,1.880,-100.00,LOSS,-1.0000,F1:-1,home
2023-04-07T16:00:00.000Z,Aston Villa,Nottingham Forest,2-0,-1,AWAY,1.880,-100.00,LOSS,-1.0000,F1:-1,home
2023-04-08T16:00:00.000Z,Southampton,Manchester City,4-0,+1.5/+2,HOME,1.840,-100.00,LOSS,1.5000,F1:1.5,away
2023-04-14T16:00:00.000Z,Tottenham,Bournemouth,2-3,-1/-1.5,AWAY,1.790,79.00,WIN,-1.0000,F1:-1,away
2023-04-15T16:00:00.000Z,West Ham,Arsenal,2-2,+1,HOME,1.890,89.00,WIN,1.0000,F1:1,home
2023-04-15T16:00:00.000Z,Nottingham Forest,Manchester Utd,0-2,+0.5/+1,HOME,2.020,-100.00,LOSS,0.5000,F1:0.5,away
2023-04-15T16:00:00.000Z,Manchester City,Leicester,0-1,-2/-2.5,AWAY,2.000,0.00,PUSH,-2.0000,F1:-2,draw
2023-04-17T16:00:00.000Z,Leeds,Liverpool,1-6,+0.5/+1,HOME,2.020,-100.00,LOSS,0.5000,F1:0.5,away
2023-04-21T16:00:00.000Z,Arsenal,Southampton,3-3,-2,AWAY,1.800,80.00,WIN,-2.0000,F1:-2,away
2023-04-21T16:00:00.000Z,Liverpool,Nottingham Forest,3-2,-2/-2.5,AWAY,1.830,83.00,WIN,-2.0000,F1:-2,away
2023-04-26T16:00:00.000Z,Nottingham Forest,Brighton,3-1,+1,HOME,1.850,85.00,WIN,1.0000,F1:1,home
2023-04-26T16:00:00.000Z,West Ham,Liverpool,1-2,+0.5/+1,HOME,1.700,-100.00,LOSS,0.5000,F1:0.5,away
2023-04-27T16:00:00.000Z,Everton,Newcastle,1-4,+0.5/+1,HOME,1.790,-100.00,LOSS,0.5000,F1:0.5,away
2023-04-28T16:00:00.000Z,Brighton,Wolves,6-0,-1,AWAY,1.810,-100.00,LOSS,-1.0000,F1:-1,home
2023-04-29T16:00:00.000Z,Fulham,Manchester City,1-2,+1.5/+2,HOME,1.890,89.00,WIN,1.5000,F1:1.5,home
2023-04-29T16:00:00.000Z,Liverpool,Tottenham,1-2,-1,AWAY,2.110,0.00,PUSH,-1.0000,F1:-1,draw
2023-04-29T16:00:00.000Z,Newcastle,Southampton,1-4,-1.5/-2,AWAY,1.990,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-05-02T16:00:00.000Z,Arsenal,Chelsea,3-1,-1,AWAY,1.830,-100.00,LOSS,-1.0000,F1:-1,home
2023-05-03T16:00:00.000Z,Liverpool,Fulham,1-0,-1.5/-2,AWAY,1.820,82.00,WIN,-1.5000,F1:-1.5,away
2023-05-03T16:00:00.000Z,Manchester City,West Ham,3-0,-2,AWAY,2.050,-100.00,LOSS,-2.0000,F1:-2,home
2023-05-05T16:00:00.000Z,Manchester City,Leeds,2-1,-2/-2.5,AWAY,1.900,90.00,WIN,-2.0000,F1:-2,away
2023-05-06T16:00:00.000Z,Liverpool,Brentford,1-0,-1/-1.5,AWAY,2.040,0.00,PUSH,-1.0000,F1:-1,draw
2023-05-08T16:00:00.000Z,Brighton,Everton,1-5,-1/-1.5,AWAY,2.200,120.00,WIN,-1.0000,F1:-1,away
2023-05-12T16:00:00.000Z,Leeds,Newcastle,2-2,+1,HOME,1.820,82.00,WIN,1.0000,F1:1,home
2023-05-12T16:00:00.000Z,Manchester Utd,Wolves,2-0,-1/-1.5,AWAY,2.060,-100.00,LOSS,-1.0000,F1:-1,home
2023-05-12T16:00:00.000Z,Chelsea,Nottingham Forest,2-2,-1,AWAY,1.860,86.00,WIN,-1.0000,F1:-1,away
2023-05-13T16:00:00.000Z,Everton,Manchester City,0-3,+1/+1.5,HOME,1.980,-100.00,LOSS,1.0000,F1:1,away
2023-05-15T16:00:00.000Z,Leicester,Liverpool,0-3,+0.5/+1,HOME,2.000,-100.00,LOSS,0.5000,F1:0.5,away
2023-05-19T16:00:00.000Z,Bournemouth,Manchester Utd,0-1,+1/+1.5,HOME,2.090,0.00,PUSH,1.0000,F1:1,draw
2023-05-19T16:00:00.000Z,Liverpool,Aston Villa,1-3,-1/-1.5,AWAY,1.870,87.00,WIN,-1.0000,F1:-1,away
2023-05-20T16:00:00.000Z,Nottingham Forest,Arsenal,5-0,+1,HOME,1.790,79.00,WIN,1.0000,F1:1,home
2023-05-20T16:00:00.000Z,Manchester City,Chelsea,1-0,-1,AWAY,1.870,0.00,PUSH,-1.0000,F1:-1,draw
2023-05-20T16:00:00.000Z,Brighton,Southampton,3-1,-2,AWAY,1.940,0.00,PUSH,-2.0000,F1:-2,draw
2023-05-22T16:00:00.000Z,Newcastle,Leicester,0-0,-1.5/-2,AWAY,1.840,84.00,WIN,-1.5000,F1:-1.5,away
2023-05-24T16:00:00.000Z,Brighton,Manchester City,1-1,+0.5/+1,HOME,1.840,84.00,WIN,0.5000,F1:0.5,home
2023-05-25T16:00:00.000Z,Manchester Utd,Chelsea,4-1,-1,AWAY,2.020,-100.00,LOSS,-1.0000,F1:-1,home
2023-05-27T16:00:00.000Z,Southampton,Liverpool,4-4,+1/+1.5,HOME,1.870,87.00,WIN,1.0000,F1:1,home
2023-05-27T16:00:00.000Z,Everton,Bournemouth,3-0,-1,AWAY,1.820,0.00,PUSH,-1.0000,F1:-1,draw
2023-05-27T16:00:00.000Z,Manchester Utd,Fulham,1-2,-1/-1.5,AWAY,1.900,0.00,PUSH,-1.0000,F1:-1,draw
2023-05-27T16:00:00.000Z,Arsenal,Wolves,5-0,-1.5/-2,AWAY,1.910,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-08-11T16:00:00.000Z,Burnley,Manchester City,0-3,+1.5/+2,HOME,1.730,-100.00,LOSS,1.5000,F1:1.5,away
2023-08-11T16:00:00.000Z,Brighton,Luton,4-1,-1.5/-2,AWAY,1.880,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-08-11T16:00:00.000Z,Arsenal,Nottingham Forest,1-2,-2,AWAY,1.980,98.00,WIN,-2.0000,F1:-2,away
2023-08-14T16:00:00.000Z,Manchester Utd,Wolves,1-0,-1.5/-2,AWAY,1.880,88.00,WIN,-1.5000,F1:-1.5,away
2023-08-18T16:00:00.000Z,Wolves,Brighton,1-4,+0.5/+1,HOME,1.820,-100.00,LOSS,0.5000,F1:0.5,away
2023-08-18T16:00:00.000Z,Liverpool,Bournemouth,3-1,-2,AWAY,2.070,0.00,PUSH,-2.0000,F1:-2,draw
2023-08-21T16:00:00.000Z,Crystal Palace,Arsenal,5-0,+0.5/+1,HOME,1.830,-100.00,LOSS,0.5000,F1:0.5,away
2023-08-25T16:00:00.000Z,Bournemouth,Tottenham,0-2,+0.5/+1,HOME,1.690,-100.00,LOSS,0.5000,F1:0.5,away
2023-08-25T16:00:00.000Z,Chelsea,Luton,3-0,-1.5/-2,AWAY,1.820,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-08-25T16:00:00.000Z,Manchester Utd,Nottingham Forest,3-2,-1.5/-2,AWAY,1.670,67.00,WIN,-1.5000,F1:-1.5,away
2023-08-25T16:00:00.000Z,Arsenal,Fulham,2-2,-1.5/-2,AWAY,1.910,91.00,WIN,-1.5000,F1:-1.5,away
2023-08-26T16:00:00.000Z,Sheff Utd,Manchester City,1-2,+1.5/+2,HOME,2.070,107.00,WIN,1.5000,F1:1.5,home
2023-08-26T16:00:00.000Z,Brighton,West Ham,0-0,-1/-1.5,AWAY,1.860,86.00,WIN,-1.0000,F1:-1,away
2023-09-01T16:00:00.000Z,Luton,West Ham,1-2,+0.5/+1,HOME,1.950,-100.00,LOSS,0.5000,F1:0.5,away
2023-09-01T16:00:00.000Z,Burnley,Tottenham,2-5,+0.5/+1,HOME,1.710,-100.00,LOSS,0.5000,F1:0.5,away
2023-09-01T16:00:00.000Z,Chelsea,Nottingham Forest,0-1,-1/-1.5,AWAY,2.000,100.00,WIN,-1.0000,F1:-1,away
2023-09-01T16:00:00.000Z,Manchester City,Fulham,5-1,-2/-2.5,AWAY,1.770,-100.00,LOSS,-2.0000,F1:-2,home
2023-09-02T16:00:00.000Z,Liverpool,Aston Villa,3-0,-1,AWAY,1.900,-100.00,LOSS,-1.0000,F1:-1,home
2023-09-15T16:00:00.000Z,West Ham,Manchester City,3-1,+1,HOME,1.850,-100.00,LOSS,1.0000,F1:1,away
2023-09-15T16:00:00.000Z,Wolves,Liverpool,1-3,+0.5/+1,HOME,2.040,-100.00,LOSS,0.5000,F1:0.5,away
2023-09-15T16:00:00.000Z,Tottenham,Sheff Utd,2-1,-1.5/-2,AWAY,1.920,92.00,WIN,-1.5000,F1:-1.5,away
2023-09-16T16:00:00.000Z,Everton,Arsenal,0-1,+1,HOME,1.980,0.00,PUSH,1.0000,F1:1,draw
2023-09-16T16:00:00.000Z,Bournemouth,Chelsea,0-0,+0.5/+1,HOME,1.830,83.00,WIN,0.5000,F1:0.5,home
2023-09-22T16:00:00.000Z,Manchester City,Nottingham Forest,0-2,-2/-2.5,AWAY,1.790,0.00,PUSH,-2.0000,F1:-2,draw
2023-09-23T16:00:00.000Z,Sheff Utd,Newcastle,0-8,+1/+1.5,HOME,1.760,-100.00,LOSS,1.0000,F1:1,away
2023-09-23T16:00:00.000Z,Burnley,Manchester Utd,0-1,+0.5/+1,HOME,1.850,-100.00,LOSS,0.5000,F1:0.5,away
2023-09-23T16:00:00.000Z,Brighton,Bournemouth,3-1,-1/-1.5,AWAY,1.880,-100.00,LOSS,-1.0000,F1:-1,home
2023-09-23T16:00:00.000Z,Arsenal,Tottenham,2-2,-1,AWAY,1.860,86.00,WIN,-1.0000,F1:-1,away
2023-09-23T16:00:00.000Z,Liverpool,West Ham,2-2,-1.5/-2,AWAY,1.720,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-09-29T16:00:00.000Z,Wolves,Manchester City,2-1,+1/+1.5,HOME,2.010,101.00,WIN,1.0000,F1:1,home
2023-09-29T16:00:00.000Z,Bournemouth,Arsenal,0-4,+1/+1.5,HOME,1.790,-100.00,LOSS,1.0000,F1:1,away
2023-09-29T16:00:00.000Z,Manchester Utd,Crystal Palace,4-0,-1,AWAY,1.980,98.00,WIN,-1.0000,F1:-1,away
2023-09-29T16:00:00.000Z,Newcastle,Burnley,2-0,-1/-1.5,AWAY,2.120,-100.00,LOSS,-1.0000,F1:-1,home
2023-09-29T16:00:00.000Z,West Ham,Sheff Utd,2-0,-1/-1.5,AWAY,1.880,-100.00,LOSS,-1.0000,F1:-1,home
2023-10-06T16:00:00.000Z,Luton,Tottenham,0-1,+1/+1.5,HOME,2.070,0.00,PUSH,1.0000,F1:1,draw
2023-10-06T16:00:00.000Z,Burnley,Chelsea,1-4,+0.5/+1,HOME,2.070,-100.00,LOSS,0.5000,F1:0.5,away
2023-10-06T16:00:00.000Z,Manchester Utd,Brentford,2-1,-1,AWAY,1.870,0.00,PUSH,-1.0000,F1:-1,draw
2023-10-06T16:00:00.000Z,Fulham,Sheff Utd,3-1,-1,AWAY,2.030,-100.00,LOSS,-1.0000,F1:-1,home
2023-10-07T16:00:00.000Z,Brighton,Liverpool,2-2,+0.5/+1,HOME,1.690,69.00,WIN,0.5000,F1:0.5,home
2023-10-20T16:00:00.000Z,Newcastle,Crystal Palace,4-0,-1/-1.5,AWAY,1.840,-100.00,LOSS,-1.0000,F1:-1,home
2023-10-20T16:00:00.000Z,Manchester City,Brighton,0-4,-1.5/-2,AWAY,1.730,73.00,WIN,-1.5000,F1:-1.5,away
2023-10-20T16:00:00.000Z,Liverpool,Everton,2-0,-1.5/-2,AWAY,1.670,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-10-21T16:00:00.000Z,Sheff Utd,Manchester Utd,1-2,+1.5/+2,HOME,1.730,73.00,WIN,1.5000,F1:1.5,home
2023-10-23T16:00:00.000Z,Tottenham,Fulham,2-0,-1/-1.5,AWAY,1.850,-100.00,LOSS,-1.0000,F1:-1,home
2023-10-27T16:00:00.000Z,Crystal Palace,Tottenham,1-2,+0.5/+1,HOME,1.890,-100.00,LOSS,0.5000,F1:0.5,away
2023-10-27T16:00:00.000Z,Chelsea,Brentford,0-2,-1,AWAY,1.820,82.00,WIN,-1.0000,F1:-1,away
2023-10-27T16:00:00.000Z,Arsenal,Sheff Utd,5-0,-2/-2.5,AWAY,2.080,-100.00,LOSS,-2.0000,F1:-2,home
2023-10-28T16:00:00.000Z,Manchester Utd,Manchester City,3-1,+1,HOME,1.920,-100.00,LOSS,1.0000,F1:1,away
2023-10-28T16:00:00.000Z,Wolves,Newcastle,2-2,+0.5/+1,HOME,1.780,78.00,WIN,0.5000,F1:0.5,home
2023-10-28T16:00:00.000Z,Brighton,Fulham,1-1,-1,AWAY,1.900,90.00,WIN,-1.0000,F1:-1,away
2023-10-28T16:00:00.000Z,Aston Villa,Luton,3-1,-1.5/-2,AWAY,1.740,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-10-28T16:00:00.000Z,Liverpool,Nottingham Forest,3-0,-2,AWAY,1.810,-100.00,LOSS,-2.0000,F1:-2,home
2023-11-03T16:00:00.000Z,Sheff Utd,Wolves,2-1,+0.5/+1,HOME,1.820,82.00,WIN,0.5000,F1:0.5,home
2023-11-03T16:00:00.000Z,Manchester City,Bournemouth,6-1,-2.5/-3,AWAY,1.870,-100.00,LOSS,-2.5000,F1:-2.5,home
2023-11-04T16:00:00.000Z,Nottingham Forest,Aston Villa,2-0,+0.5/+1,HOME,1.750,75.00,WIN,0.5000,F1:0.5,home
2023-11-05T16:00:00.000Z,Luton,Liverpool,1-1,+2,HOME,2.050,105.00,WIN,2.0000,F1:2,home
2023-11-10T16:00:00.000Z,Manchester Utd,Luton,1-0,-1.5/-2,AWAY,1.890,89.00,WIN,-1.5000,F1:-1.5,away
2023-11-10T16:00:00.000Z,Arsenal,Burnley,3-1,-2,AWAY,1.860,0.00,PUSH,-2.0000,F1:-2,draw
2023-11-11T16:00:00.000Z,Bournemouth,Newcastle,2-0,+0.5/+1,HOME,1.750,75.00,WIN,0.5000,F1:0.5,home
2023-11-11T16:00:00.000Z,Liverpool,Brentford,3-0,-1.5/-2,AWAY,1.710,-100.00,LOSS,-1.5000,F1:-1.5,home
2023-11-11T16:00:00.000Z,Brighton,Sheff Utd,1-1,-1.5/-2,AWAY,1.870,87.00,WIN,-1.5000,F1:-1.5,away
2023-11-12T16:00:00.000Z,Chelsea,Manchester City,4-4,+0.5/+1,HOME,1.970,97.00,WIN,0.5000,F1:0.5,home
2023-11-24T16:00:00.000Z,Luton,Crystal Palace,2-1,+0.5/+1,HOME,1.660,66.00,WIN,0.5000,F1:0.5,home
2023-11-25T16:00:00.000Z,Brentford,Arsenal,0-1,+0.5/+1,HOME,2.110,-100.00,LOSS,0.5000,F1:0.5,away
2023-12-01T16:00:00.000Z,Brentford,Luton,3-1,-1,AWAY,2.040,-100.00,LOSS,-1.0000,F1:-1,home
2023-12-01T16:00:00.000Z,Arsenal,Wolves,2-1,-1.5/-2,AWAY,1.980,98.00,WIN,-1.5000,F1:-1.5,away
2023-12-02T16:00:00.000Z,Chelsea,Brighton,3-2,-1,AWAY,1.900,0.00,PUSH,-1.0000,F1:-1,draw
2023-12-02T16:00:00.000Z,Liverpool,Fulham,4-3,-1.5/-2,AWAY,2.080,108.00,WIN,-1.5000,F1:-1.5,away
2023-12-03T16:00:00.000Z,Manchester City,Tottenham,3-3,-2,AWAY,1.830,83.00,WIN,-2.0000,F1:-2,away
2023-12-05T16:00:00.000Z,Luton,Arsenal,3-4,+1.5/+2,HOME,2.110,111.00,WIN,1.5000,F1:1.5,home
