Date,HomeTeam,AwayTeam,Score,HandicapLine,BetSide,BetOdds,Profit,Result,FactorValue,FactorComponents,AHResult
2023-12-06T16:00:00.000Z,Sheff Utd,Liverpool,0-2,+2/+2.5,HOME,1.870,0.00,PUSH,2.0000,F1:2,draw
2023-12-06T16:00:00.000Z,Aston Villa,Manchester City,1-0,+0.5/+1,HOME,2.130,113.00,WIN,0.5000,F1:0.5,home
2023-12-08T16:00:00.000Z,Crystal Palace,Liverpool,0-1,+1/+1.5,HOME,1.800,0.00,PUSH,1.0000,F1:1,draw
2023-12-08T16:00:00.000Z,Sheff Utd,Brentford,1-0,+0.5/+1,HOME,1.870,87.00,WIN,0.5000,F1:0.5,home
2023-12-08T16:00:00.000Z,Brighton,Burnley,1-1,-1/-1.5,AWAY,1.790,79.00,WIN,-1.0000,F1:-1,away
2023-12-09T16:00:00.000Z,Luton,Manchester City,1-2,+1.5/+2,HOME,2.170,117.00,WIN,1.5000,F1:1.5,home
2023-12-15T16:00:00.000Z,Nottingham Forest,Tottenham,0-2,+0.5/+1,HOME,2.090,-100.00,LOSS,0.5000,F1:0.5,away
2023-12-15T16:00:00.000Z,Manchester City,Crystal Palace,2-4,-2,AWAY,1.900,90.00,WIN,-2.0000,F1:-2,away
2023-12-15T16:00:00.000Z,Chelsea,Sheff Utd,2-0,-2,AWAY,1.990,0.00,PUSH,-2.0000,F1:-2,draw
2023-12-16T16:00:00.000Z,Arsenal,Brighton,2-0,-1/-1.5,AWAY,1.910,-100.00,LOSS,-1.0000,F1:-1,home
2023-12-17T16:00:00.000Z,Liverpool,Manchester Utd,0-0,-1.5/-2,AWAY,1.780,78.00,WIN,-1.5000,F1:-1.5,away
2023-12-22T16:00:00.000Z,Luton,Newcastle,1-0,+1,HOME,1.850,85.00,WIN,1.0000,F1:1,home
2023-12-22T16:00:00.000Z,Aston Villa,Sheff Utd,1-1,-2,AWAY,1.860,86.00,WIN,-2.0000,F1:-2,away
2023-12-25T16:00:00.000Z,Newcastle,Nottingham Forest,1-3,-1/-1.5,AWAY,2.080,108.00,WIN,-1.0000,F1:-1,away
2023-12-26T16:00:00.000Z,Burnley,Liverpool,0-2,+1.5/+2,HOME,1.690,-100.00,LOSS,1.5000,F1:1.5,away
2023-12-27T16:00:00.000Z,Everton,Manchester City,2-0,+1,HOME,1.820,-100.00,LOSS,1.0000,F1:1,away
2023-12-28T16:00:00.000Z,Arsenal,West Ham,0-2,-1.5/-2,AWAY,1.850,85.00,WIN,-1.5000,F1:-1.5,away
2023-12-29T16:00:00.000Z,Luton,Chelsea,2-3,+1,HOME,1.950,0.00,PUSH,1.0000,F1:1,draw
2023-12-29T16:00:00.000Z,Aston Villa,Burnley,3-2,-1/-1.5,AWAY,2.100,0.00,PUSH,-1.0000,F1:-1,draw
2023-12-29T16:00:00.000Z,Manchester City,Sheff Utd,2-0,-2.5/-3,AWAY,1.850,0.00,PUSH,-2.5000,F1:-2.5,draw
2023-12-30T16:00:00.000Z,Fulham,Arsenal,2-1,+1,HOME,1.920,92.00,WIN,1.0000,F1:1,home
2024-01-01T16:00:00.000Z,Liverpool,Newcastle,4-2,-1/-1.5,AWAY,2.190,-100.00,LOSS,-1.0000,F1:-1,home
2024-01-12T16:00:00.000Z,Chelsea,Fulham,1-0,-1,AWAY,1.860,0.00,PUSH,-1.0000,F1:-1,draw
2024-01-13T16:00:00.000Z,Newcastle,Manchester City,2-3,+0.5/+1,HOME,2.080,-100.00,LOSS,0.5000,F1:0.5,away
2024-01-19T16:00:00.000Z,Arsenal,Crystal Palace,5-0,-1.5/-2,AWAY,1.900,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-01-21T16:00:00.000Z,Bournemouth,Liverpool,0-4,+0.5/+1,HOME,2.050,-100.00,LOSS,0.5000,F1:0.5,away
2024-01-30T16:00:00.000Z,Nottingham Forest,Arsenal,1-2,+1/+1.5,HOME,2.080,0.00,PUSH,1.0000,F1:1,draw
2024-01-30T16:00:00.000Z,Luton,Brighton,4-0,+0.5/+1,HOME,1.840,84.00,WIN,0.5000,F1:0.5,home
2024-01-31T16:00:00.000Z,Tottenham,Brentford,3-2,-1,AWAY,1.930,0.00,PUSH,-1.0000,F1:-1,draw
2024-01-31T16:00:00.000Z,Manchester City,Burnley,3-1,-2.5/-3,AWAY,1.710,0.00,PUSH,-2.5000,F1:-2.5,draw
2024-02-02T16:00:00.000Z,Newcastle,Luton,4-4,-1/-1.5,AWAY,1.760,76.00,WIN,-1.0000,F1:-1,away
2024-02-03T16:00:00.000Z,Sheff Utd,Aston Villa,0-5,+0.5/+1,HOME,2.160,-100.00,LOSS,0.5000,F1:0.5,away
2024-02-03T16:00:00.000Z,Manchester Utd,West Ham,3-0,-1,AWAY,1.960,-100.00,LOSS,-1.0000,F1:-1,home
2024-02-03T16:00:00.000Z,Chelsea,Wolves,2-4,-1,AWAY,2.040,104.00,WIN,-1.0000,F1:-1,away
2024-02-05T16:00:00.000Z,Brentford,Manchester City,1-3,+1.5/+2,HOME,1.650,-100.00,LOSS,1.5000,F1:1.5,away
2024-02-09T16:00:00.000Z,Manchester City,Everton,2-0,-1.5/-2,AWAY,1.920,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-02-09T16:00:00.000Z,Liverpool,Burnley,3-1,-2/-2.5,AWAY,1.940,0.00,PUSH,-2.0000,F1:-2,draw
2024-02-10T16:00:00.000Z,West Ham,Arsenal,0-6,+1,HOME,1.990,-100.00,LOSS,1.0000,F1:1,away
2024-02-12T16:00:00.000Z,Crystal Palace,Chelsea,1-3,+0.5/+1,HOME,1.990,-100.00,LOSS,0.5000,F1:0.5,away
2024-02-16T16:00:00.000Z,Burnley,Arsenal,0-5,+1.5/+2,HOME,1.840,-100.00,LOSS,1.5000,F1:1.5,away
2024-02-16T16:00:00.000Z,Brentford,Liverpool,1-4,+1,HOME,1.820,-100.00,LOSS,1.0000,F1:1,away
2024-02-16T16:00:00.000Z,Tottenham,Wolves,1-2,-1/-1.5,AWAY,1.840,84.00,WIN,-1.0000,F1:-1,away
2024-02-17T16:00:00.000Z,Sheff Utd,Brighton,0-5,+0.5/+1,HOME,2.110,-100.00,LOSS,0.5000,F1:0.5,away
2024-02-17T16:00:00.000Z,Manchester City,Chelsea,1-1,-1.5/-2,AWAY,1.860,86.00,WIN,-1.5000,F1:-1.5,away
2024-02-18T16:00:00.000Z,Luton,Manchester Utd,1-0,+0.5/+1,HOME,1.960,-100.00,LOSS,0.5000,F1:0.5,away
2024-02-20T16:00:00.000Z,Manchester City,Brentford,1-3,-2,AWAY,2.030,103.00,WIN,-2.0000,F1:-2,away
2024-02-21T16:00:00.000Z,Liverpool,Luton,1-1,-1.5/-2,AWAY,1.940,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-02-23T16:00:00.000Z,Aston Villa,Nottingham Forest,2-0,-1,AWAY,1.930,-100.00,LOSS,-1.0000,F1:-1,home
2024-02-24T16:00:00.000Z,Bournemouth,Manchester City,6-1,+1/+1.5,HOME,1.960,0.00,PUSH,1.0000,F1:1,draw
2024-02-24T16:00:00.000Z,Wolves,Sheff Utd,1-0,-1/-1.5,AWAY,1.820,0.00,PUSH,-1.0000,F1:-1,draw
2024-02-24T16:00:00.000Z,Arsenal,Newcastle,4-1,-1.5/-2,AWAY,1.740,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-03-01T16:00:00.000Z,Nottingham Forest,Liverpool,0-1,+1,HOME,1.950,0.00,PUSH,1.0000,F1:1,draw
2024-03-01T16:00:00.000Z,Tottenham,Crystal Palace,3-1,-1/-1.5,AWAY,1.790,-100.00,LOSS,-1.0000,F1:-1,home
2024-03-02T16:00:00.000Z,Luton,Aston Villa,2-3,+0.5/+1,HOME,2.040,-100.00,LOSS,0.5000,F1:0.5,away
2024-03-02T16:00:00.000Z,Manchester City,Manchester Utd,3-1,-1.5/-2,AWAY,1.960,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-03-04T16:00:00.000Z,Sheff Utd,Arsenal,0-6,+2/+2.5,HOME,1.740,-100.00,LOSS,2.0000,F1:2,away
2024-03-08T16:00:00.000Z,Bournemouth,Sheff Utd,2-2,-1.5/-2,AWAY,1.760,76.00,WIN,-1.5000,F1:-1.5,away
2024-03-09T16:00:00.000Z,Arsenal,Brentford,0-1,-1.5/-2,AWAY,2.120,112.00,WIN,-1.5000,F1:-1.5,away
2024-03-13T16:00:00.000Z,Bournemouth,Luton,4-3,-1,AWAY,1.980,0.00,PUSH,-1.0000,F1:-1,draw
2024-03-16T16:00:00.000Z,Fulham,Tottenham,2-0,+0.5/+1,HOME,1.710,71.00,WIN,0.5000,F1:0.5,home
2024-03-29T16:00:00.000Z,Sheff Utd,Fulham,3-3,+0.5/+1,HOME,2.040,104.00,WIN,0.5000,F1:0.5,home
2024-03-29T16:00:00.000Z,Chelsea,Burnley,2-2,-1.5/-2,AWAY,1.990,99.00,WIN,-1.5000,F1:-1.5,away
2024-03-29T16:00:00.000Z,Tottenham,Luton,2-1,-2,AWAY,2.050,105.00,WIN,-2.0000,F1:-2,away
2024-03-30T16:00:00.000Z,Brentford,Manchester Utd,1-1,+0.5/+1,HOME,1.720,72.00,WIN,0.5000,F1:0.5,home
2024-03-30T16:00:00.000Z,Aston Villa,Wolves,2-0,-1,AWAY,2.040,-100.00,LOSS,-1.0000,F1:-1,home
2024-03-30T16:00:00.000Z,Liverpool,Brighton,2-1,-1.5/-2,AWAY,1.930,93.00,WIN,-1.5000,F1:-1.5,away
2024-04-03T16:00:00.000Z,Manchester City,Aston Villa,4-1,-1.5/-2,AWAY,2.030,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-04-03T16:00:00.000Z,Arsenal,Luton,2-0,-2/-2.5,AWAY,2.160,0.00,PUSH,-2.0000,F1:-2,draw
2024-04-04T16:00:00.000Z,Liverpool,Sheff Utd,3-1,-3,AWAY,1.930,0.00,PUSH,-3.0000,F1:-3,draw
2024-04-05T16:00:00.000Z,Crystal Palace,Manchester City,2-4,+1/+1.5,HOME,2.070,-100.00,LOSS,1.0000,F1:1,away
2024-04-05T16:00:00.000Z,Luton,Bournemouth,2-1,+0.5/+1,HOME,1.700,70.00,WIN,0.5000,F1:0.5,home
2024-04-05T16:00:00.000Z,Aston Villa,Brentford,3-3,-1,AWAY,1.840,84.00,WIN,-1.0000,F1:-1,away
2024-04-06T16:00:00.000Z,Brighton,Arsenal,0-3,+1,HOME,2.070,-100.00,LOSS,1.0000,F1:1,away
2024-04-06T16:00:00.000Z,Manchester Utd,Liverpool,2-2,+1,HOME,1.950,95.00,WIN,1.0000,F1:1,home
2024-04-07T16:00:00.000Z,Sheff Utd,Chelsea,2-2,+1/+1.5,HOME,2.050,105.00,WIN,1.0000,F1:1,home
2024-04-07T16:00:00.000Z,Tottenham,Nottingham Forest,3-1,-1/-1.5,AWAY,1.970,-100.00,LOSS,-1.0000,F1:-1,home
2024-04-12T16:00:00.000Z,Burnley,Brighton,1-1,+0.5/+1,HOME,1.750,75.00,WIN,0.5000,F1:0.5,home
2024-04-12T16:00:00.000Z,Brentford,Sheff Utd,2-0,-1/-1.5,AWAY,1.870,-100.00,LOSS,-1.0000,F1:-1,home
2024-04-12T16:00:00.000Z,Manchester City,Luton,5-1,-2.5/-3,AWAY,1.900,-100.00,LOSS,-2.5000,F1:-2.5,home
2024-04-13T16:00:00.000Z,Arsenal,Aston Villa,0-2,-1.5/-2,AWAY,1.930,93.00,WIN,-1.5000,F1:-1.5,away
2024-04-13T16:00:00.000Z,Liverpool,Crystal Palace,0-1,-2,AWAY,2.070,107.00,WIN,-2.0000,F1:-2,away
2024-04-20T16:00:00.000Z,Wolves,Arsenal,0-2,+1.5/+2,HOME,1.910,-100.00,LOSS,1.5000,F1:1.5,away
2024-04-20T16:00:00.000Z,Fulham,Liverpool,4-3,+0.5/+1,HOME,2.080,-100.00,LOSS,0.5000,F1:0.5,away
2024-04-23T16:00:00.000Z,Arsenal,Chelsea,5-0,-1/-1.5,AWAY,2.040,-100.00,LOSS,-1.0000,F1:-1,home
2024-04-24T16:00:00.000Z,Everton,Liverpool,2-0,+1/+1.5,HOME,2.040,104.00,WIN,1.0000,F1:1,home
2024-04-24T16:00:00.000Z,Manchester Utd,Sheff Utd,4-2,-1.5/-2,AWAY,1.850,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-04-25T16:00:00.000Z,Brighton,Manchester City,0-4,+1.5/+2,HOME,1.730,-100.00,LOSS,1.5000,F1:1.5,away
2024-04-26T16:00:00.000Z,West Ham,Liverpool,2-2,+1/+1.5,HOME,1.800,80.00,WIN,1.0000,F1:1,home
2024-04-26T16:00:00.000Z,Manchester Utd,Burnley,1-1,-1/-1.5,AWAY,1.890,89.00,WIN,-1.0000,F1:-1,away
2024-04-26T16:00:00.000Z,Newcastle,Sheff Utd,5-1,-2,AWAY,1.920,-100.00,LOSS,-2.0000,F1:-2,home
2024-04-27T16:00:00.000Z,Nottingham Forest,Manchester City,0-2,+1.5/+2,HOME,1.850,-100.00,LOSS,1.5000,F1:1.5,away
2024-04-27T16:00:00.000Z,Tottenham,Arsenal,2-3,+0.5/+1,HOME,1.980,-100.00,LOSS,0.5000,F1:0.5,away
2024-05-03T16:00:00.000Z,Sheff Utd,Nottingham Forest,1-3,+1,HOME,1.860,-100.00,LOSS,1.0000,F1:1,away
2024-05-03T16:00:00.000Z,Burnley,Newcastle,1-4,+0.5/+1,HOME,1.750,-100.00,LOSS,0.5000,F1:0.5,away
2024-05-03T16:00:00.000Z,Arsenal,Bournemouth,3-0,-2,AWAY,1.850,-100.00,LOSS,-2.0000,F1:-2,home
2024-05-04T16:00:00.000Z,Liverpool,Tottenham,4-2,-1/-1.5,AWAY,2.000,-100.00,LOSS,-1.0000,F1:-1,home
2024-05-04T16:00:00.000Z,Chelsea,West Ham,5-0,-1/-1.5,AWAY,1.910,-100.00,LOSS,-1.0000,F1:-1,home
2024-05-04T16:00:00.000Z,Manchester City,Wolves,5-1,-2.5/-3,AWAY,1.860,-100.00,LOSS,-2.5000,F1:-2.5,home
2024-05-10T16:00:00.000Z,Fulham,Manchester City,0-4,+2,HOME,1.850,-100.00,LOSS,2.0000,F1:2,away
2024-05-10T16:00:00.000Z,Newcastle,Brighton,1-1,-1,AWAY,2.030,103.00,WIN,-1.0000,F1:-1,away
2024-05-10T16:00:00.000Z,Everton,Sheff Utd,1-0,-1/-1.5,AWAY,2.050,0.00,PUSH,-1.0000,F1:-1,draw
2024-05-10T16:00:00.000Z,Tottenham,Burnley,2-1,-1.5/-2,AWAY,1.980,98.00,WIN,-1.5000,F1:-1.5,away
2024-05-11T16:00:00.000Z,Manchester Utd,Arsenal,0-1,+2,HOME,1.750,75.00,WIN,2.0000,F1:2,home
2024-05-11T16:00:00.000Z,Nottingham Forest,Chelsea,2-3,+0.5/+1,HOME,1.820,-100.00,LOSS,0.5000,F1:0.5,away
2024-05-13T16:00:00.000Z,Aston Villa,Liverpool,3-3,+0.5/+1,HOME,1.920,92.00,WIN,0.5000,F1:0.5,home
2024-05-14T16:00:00.000Z,Tottenham,Manchester City,0-2,+1/+1.5,HOME,2.110,-100.00,LOSS,1.0000,F1:1,away
2024-05-15T16:00:00.000Z,Brighton,Chelsea,1-2,+0.5/+1,HOME,1.700,-100.00,LOSS,0.5000,F1:0.5,away
2024-05-18T16:00:00.000Z,Sheff Utd,Tottenham,0-3,+1.5/+2,HOME,1.810,-100.00,LOSS,1.5000,F1:1.5,away
2024-05-18T16:00:00.000Z,Chelsea,Bournemouth,2-1,-1/-1.5,AWAY,2.160,0.00,PUSH,-1.0000,F1:-1,draw
2024-05-18T16:00:00.000Z,Arsenal,Everton,0-1,-2,AWAY,1.900,90.00,WIN,-2.0000,F1:-2,away
2024-05-18T16:00:00.000Z,Liverpool,Wolves,2-0,-2.5/-3,AWAY,1.810,0.00,PUSH,-2.5000,F1:-2.5,draw
2024-05-18T16:00:00.000Z,Manchester City,West Ham,3-1,-3,AWAY,1.930,0.00,PUSH,-3.0000,F1:-3,draw
2024-08-16T16:00:00.000Z,Ipswich,Liverpool,4-1,+1.5/+2,HOME,1.820,-100.00,LOSS,1.5000,F1:1.5,away
2024-08-16T16:00:00.000Z,Newcastle,Southampton,1-0,-1/-1.5,AWAY,2.050,0.00,PUSH,-1.0000,F1:-1,draw
2024-08-16T16:00:00.000Z,Arsenal,Wolves,2-0,-2/-2.5,AWAY,1.850,0.00,PUSH,-2.0000,F1:-2,draw
2024-08-17T16:00:00.000Z,Chelsea,Manchester City,0-2,+0.5/+1,HOME,1.700,-100.00,LOSS,0.5000,F1:0.5,away
2024-08-19T16:00:00.000Z,Leicester,Tottenham,1-1,+0.5/+1,HOME,2.050,105.00,WIN,0.5000,F1:0.5,home
2024-08-23T16:00:00.000Z,Tottenham,Everton,4-0,-1.5/-2,AWAY,1.700,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-08-23T16:00:00.000Z,Manchester City,Ipswich,0-6,-2.5/-3,AWAY,1.820,-100.00,LOSS,-2.5000,F1:-2.5,home
2024-08-24T16:00:00.000Z,Aston Villa,Arsenal,0-2,+0.5/+1,HOME,2.000,-100.00,LOSS,0.5000,F1:0.5,away
2024-08-24T16:00:00.000Z,Wolves,Chelsea,2-6,+0.5/+1,HOME,1.790,-100.00,LOSS,0.5000,F1:0.5,away
2024-08-24T16:00:00.000Z,Liverpool,Brentford,2-0,-2,AWAY,1.880,0.00,PUSH,-2.0000,F1:-2,draw
2024-08-30T16:00:00.000Z,Leicester,Aston Villa,2-1,+0.5/+1,HOME,1.760,-100.00,LOSS,0.5000,F1:0.5,away
2024-08-30T16:00:00.000Z,Arsenal,Brighton,1-1,-1.5/-2,AWAY,1.680,68.00,WIN,-1.5000,F1:-1.5,away
2024-08-31T16:00:00.000Z,West Ham,Manchester City,1-3,+1/+1.5,HOME,2.030,-100.00,LOSS,1.0000,F1:1,away
2024-08-31T16:00:00.000Z,Manchester Utd,Liverpool,0-3,+0.5/+1,HOME,1.770,-100.00,LOSS,0.5000,F1:0.5,away
2024-08-31T16:00:00.000Z,Chelsea,Crystal Palace,1-1,-1,AWAY,1.870,87.00,WIN,-1.0000,F1:-1,away
2024-09-13T16:00:00.000Z,Southampton,Manchester Utd,0-3,+0.5/+1,HOME,1.860,-100.00,LOSS,0.5000,F1:0.5,away
2024-09-13T16:00:00.000Z,Brighton,Ipswich,0-0,-1/-1.5,AWAY,1.860,86.00,WIN,-1.0000,F1:-1,away
2024-09-13T16:00:00.000Z,Manchester City,Brentford,2-2,-2,AWAY,1.870,87.00,WIN,-2.0000,F1:-2,away
2024-09-13T16:00:00.000Z,Liverpool,Nottingham Forest,0-1,-2,AWAY,1.830,83.00,WIN,-2.0000,F1:-2,away
2024-09-14T16:00:00.000Z,Aston Villa,Everton,3-2,-1,AWAY,1.800,0.00,PUSH,-1.0000,F1:-1,draw
2024-09-20T16:00:00.000Z,West Ham,Chelsea,0-3,+0.5/+1,HOME,1.710,-100.00,LOSS,0.5000,F1:0.5,away
2024-09-20T16:00:00.000Z,Aston Villa,Wolves,3-1,-1,AWAY,1.800,-100.00,LOSS,-1.0000,F1:-1,home
2024-09-20T16:00:00.000Z,Tottenham,Brentford,0-2,-1/-1.5,AWAY,1.940,-100.00,LOSS,-1.0000,F1:-1,home
2024-09-20T16:00:00.000Z,Liverpool,Bournemouth,3-0,-1.5/-2,AWAY,2.030,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-09-27T16:00:00.000Z,Newcastle,Manchester City,4-0,+1,HOME,1.790,79.00,WIN,1.0000,F1:1,home
2024-09-27T16:00:00.000Z,Arsenal,Leicester,4-2,-2,AWAY,1.850,0.00,PUSH,-2.0000,F1:-2,draw
2024-09-28T16:00:00.000Z,Wolves,Liverpool,1-2,+1.5/+2,HOME,1.870,87.00,WIN,1.5000,F1:1.5,home
2024-09-28T16:00:00.000Z,Ipswich,Aston Villa,2-2,+0.5/+1,HOME,1.680,68.00,WIN,0.5000,F1:0.5,home
2024-09-30T16:00:00.000Z,Bournemouth,Southampton,3-1,-1,AWAY,2.020,-100.00,LOSS,-1.0000,F1:-1,home
2024-10-04T16:00:00.000Z,Crystal Palace,Liverpool,0-1,+1,HOME,1.790,0.00,PUSH,1.0000,F1:1,draw
2024-10-04T16:00:00.000Z,West Ham,Ipswich,1-3,-0.5/-1,AWAY,1.750,-100.00,LOSS,-0.5000,F1:-0.5,home
2024-10-04T16:00:00.000Z,Manchester City,Fulham,3-2,-1.5/-2,AWAY,1.940,94.00,WIN,-1.5000,F1:-1.5,away
2024-10-04T16:00:00.000Z,Arsenal,Southampton,1-2,-2,AWAY,2.050,0.00,PUSH,-2.0000,F1:-2,draw
2024-10-05T16:00:00.000Z,Everton,Newcastle,0-0,+0.5/+1,HOME,1.720,72.00,WIN,0.5000,F1:0.5,home
2024-10-05T16:00:00.000Z,Chelsea,Nottingham Forest,1-1,-1/-1.5,AWAY,1.870,87.00,WIN,-1.0000,F1:-1,away
2024-10-18T16:00:00.000Z,Newcastle,Brighton,0-1,-0.5/-1,AWAY,1.930,93.00,WIN,-0.5000,F1:-0.5,away
2024-10-18T16:00:00.000Z,Tottenham,West Ham,4-1,-1/-1.5,AWAY,1.960,-100.00,LOSS,-1.0000,F1:-1,home
2024-10-18T16:00:00.000Z,Manchester Utd,Brentford,2-1,-1,AWAY,1.840,0.00,PUSH,-1.0000,F1:-1,draw
2024-10-19T16:00:00.000Z,Wolves,Manchester City,1-2,+1.5/+2,HOME,1.700,70.00,WIN,1.5000,F1:1.5,home
2024-10-19T16:00:00.000Z,Bournemouth,Arsenal,1-2,+0.5/+1,HOME,1.930,93.00,WIN,0.5000,F1:0.5,home
2024-10-19T16:00:00.000Z,Liverpool,Chelsea,2-1,-0.5/-1,AWAY,1.950,-100.00,LOSS,-0.5000,F1:-0.5,home
2024-10-25T16:00:00.000Z,Aston Villa,Bournemouth,1-1,-0.5/-1,AWAY,1.910,91.00,WIN,-0.5000,F1:-0.5,away
2024-10-25T16:00:00.000Z,Brighton,Wolves,2-2,-1,AWAY,1.910,91.00,WIN,-1.0000,F1:-1,away
2024-10-25T16:00:00.000Z,Brentford,Ipswich,4-3,-1,AWAY,1.750,0.00,PUSH,-1.0000,F1:-1,draw
2024-10-25T16:00:00.000Z,Manchester City,Southampton,0-0,-2.5/-3,AWAY,1.770,77.00,WIN,-2.5000,F1:-2.5,away
2024-10-26T16:00:00.000Z,Crystal Palace,Tottenham,0-2,+0.5/+1,HOME,1.760,76.00,WIN,0.5000,F1:0.5,home
2024-10-26T16:00:00.000Z,Chelsea,Newcastle,2-1,-0.5/-1,AWAY,1.900,-100.00,LOSS,-0.5000,F1:-0.5,home
2024-11-01T16:00:00.000Z,Bournemouth,Manchester City,2-1,+1,HOME,1.970,97.00,WIN,1.0000,F1:1,home
2024-11-01T16:00:00.000Z,Newcastle,Arsenal,1-0,+0.5/+1,HOME,1.710,71.00,WIN,0.5000,F1:0.5,home
2024-11-01T16:00:00.000Z,Liverpool,Brighton,2-1,-1/-1.5,AWAY,2.090,0.00,PUSH,-1.0000,F1:-1,draw
2024-11-02T16:00:00.000Z,Tottenham,Aston Villa,4-1,-0.5/-1,AWAY,1.740,-100.00,LOSS,-0.5000,F1:-0.5,home
2024-11-08T16:00:00.000Z,Wolves,Southampton,2-0,-0.5/-1,AWAY,1.730,-100.00,LOSS,-0.5000,F1:-0.5,home
2024-11-09T16:00:00.000Z,Brighton,Manchester City,2-1,+0.5/+1,HOME,1.860,86.00,WIN,0.5000,F1:0.5,home
2024-11-09T16:00:00.000Z,Liverpool,Aston Villa,2-2,-1/-1.5,AWAY,1.850,-100.00,LOSS,-1.0000,F1:-1,home
2024-11-09T16:00:00.000Z,Manchester Utd,Leicester,0-3,-1.5/-2,AWAY,1.770,-100.00,LOSS,-1.5000,F1:-1.5,home
2024-11-09T16:00:00.000Z,Tottenham,Ipswich,1-2,-1.5/-2,AWAY,2.080,108.00,WIN,-1.5000,F1:-1.5,away
2024-11-22T16:00:00.000Z,Leicester,Chelsea,1-0,+1/+1.5,HOME,1.950,0.00,PUSH,1.0000,F1:1,draw
